,timekeeper,Elapsed time (s),Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
6139,6137.0,61.77,-0.2094268799,0.5313568115,-0.8399658203,-0.9552612305,-0.2657012939,-0.08731079102,0.6777795553,0.07764153183,-0.1414961517,-0.05187385157,-0.1037959009,-0.0862781629,-291.2486572,-42.62693787,-127.4156799,-59.55541992,57.66726685,168.5264282
6140,6138.0,61.78,-0.1741638184,0.5645904541,-0.8702850342,-0.9600219727,-0.2672271729,-0.0891418457,0.5902789831,0.03601259738,-0.127688989,-0.07369606197,-0.1084399223,-0.08962575346,-291.6543579,-42.80575562,-128.0298004,-59.48709106,57.86016846,168.5855713
6141,6139.0,61.79,-0.1471405029,0.6237792969,-0.8779754639,-0.9646911621,-0.2680969238,-0.087890625,0.475330323,0.1253206432,-0.121332556,-0.08784596622,-0.1054055169,-0.08105730265,-291.4345703,-43.02722168,-128.3739319,-59.54866028,57.65600586,168.6243744
6142,6140.0,61.8,-0.1391601563,0.6893005371,-0.8654174805,-0.963470459,-0.2679443359,-0.08685302734,0.3881962001,0.3321246803,-0.1032648683,-0.09952845424,-0.09892658144,-0.06993567199,-292.1610107,-43.55821228,-128.4235382,-59.87609863,57.7197113,168.7400665
6143,6141.0,61.81,-0.1043243408,0.7310791016,-0.8852081299,-0.9565734863,-0.2665863037,-0.08283996582,0.3834310174,0.5673305392,-0.06530497223,-0.1101115867,-0.09944856167,-0.07251441479,-291.9580994,-43.52583313,-128.688446,-59.88990784,57.62097168,168.8245697
6144,6142.0,61.82,-0.002044677734,0.76171875,-0.9210662842,-0.9592895508,-0.2654876709,-0.0830078125,0.4318395555,0.6953383088,-0.0557847023,-0.1177647188,-0.09920940548,-0.07592379302,-292.2115479,-44.08247375,-129.1054382,-59.82546997,57.69319153,168.6179657
6145,6143.0,61.83,0.1109313965,0.7873840332,-0.9078826904,-0.9631347656,-0.2666015625,-0.0830078125,0.4661517143,0.6801598668,0.01810097322,-0.1236998364,-0.09587059915,-0.08896129578,-292.4571533,-44.23721313,-129.4426575,-59.92990112,57.66772461,168.7823029
6146,6144.0,61.84,0.08503723145,0.7973632813,-0.8013458252,-0.9707641602,-0.2642364502,-0.08432006836,0.4403750002,0.743301332,0.1501154602,-0.1261507422,-0.08498546481,-0.09472277761,-293.2287903,-44.4360199,-129.6587372,-59.99012756,57.59507751,168.8023529
6147,6145.0,61.85,-0.1179046631,0.7532501221,-0.7077178955,-0.9774475098,-0.2604827881,-0.08479309082,0.3887152672,0.5735077262,0.09187079966,-0.1323649585,-0.07313252985,-0.09123563766,-293.2411194,-44.90802002,-130.1345367,-59.67651367,57.59054565,168.578537
6148,6146.0,61.86,-0.141418457,0.7184448242,-0.6022796631,-0.9829864502,-0.2574310303,-0.08625793457,0.3203620315,0.422901988,0.01867754757,-0.1350041628,-0.07083369046,-0.08001547307,-293.6143188,-44.87677002,-130.3287201,-59.69316101,57.55964661,168.7273712
6149,6147.0,61.87,-0.03425598145,0.7277984619,-0.4967498779,-0.9830932617,-0.2549285889,-0.08602905273,0.2870128751,0.5124992728,0.002307895338,-0.142094031,-0.07160814106,-0.05783320591,-294.3616638,-45.39550781,-130.6643677,-59.75820923,57.79908752,168.7989807
6150,6148.0,61.88,-0.1989746094,0.7299957275,-0.5159301758,-0.9789886475,-0.2545166016,-0.08470153809,0.3986911774,0.3711144328,-0.1014861465,-0.1420226544,-0.07099321485,-0.0410923101,-294.1140747,-45.87417603,-130.7360535,-60.03366089,57.75762939,168.9570465
6151,6149.0,61.89,-0.3176879883,0.7151947021,-0.5840454102,-0.9748535156,-0.2549438477,-0.08551025391,0.6045002937,0.0684954375,-0.1695469469,-0.1382039487,-0.0788628608,-0.02902712487,-294.4596558,-46.24650574,-131.3564148,-59.80335999,57.63006592,168.8118286
6152,6150.0,61.9,-0.3011627197,0.705947876,-0.5804443359,-0.967880249,-0.2532501221,-0.09410095215,0.75253582,0.06444583833,-0.1634467095,-0.1423523575,-0.09394992888,-0.02476739883,-295.3119507,-46.32064819,-131.4231567,-59.90884399,57.73696899,169.0093384
6153,6151.0,61.91,-0.3274078369,0.6908569336,-0.6551513672,-0.9637908936,-0.2522735596,-0.1002349854,0.8138306141,0.03809705004,-0.1715075672,-0.1567627192,-0.09629590809,-0.03065351583,-295.7351379,-46.90739441,-131.741333,-60.06602478,57.67835999,169.0929565
6154,6152.0,61.92,-0.3338012695,0.7255706787,-0.8089599609,-0.9618682861,-0.2523803711,-0.1035614014,0.7785130739,-0.01229927689,-0.08429570496,-0.1722218394,-0.08940338343,-0.04091494158,-295.9934082,-47.12680054,-132.1392212,-60.13119507,57.78012085,169.0924988
6155,6153.0,61.93,-0.3415679932,0.8081207275,-0.9578704834,-0.9611968994,-0.2510223389,-0.1071472168,0.6718063354,-0.01670174859,0.01787806675,-0.1838619709,-0.09509029984,-0.05779751763,-296.8287964,-47.72885132,-132.3369904,-59.85490417,57.85494995,169.0844574
6156,6154.0,61.94,-0.4102783203,0.8709411621,-0.99659729,-0.9703216553,-0.2469787598,-0.1088562012,0.5297906399,0.1172472611,0.09709565341,-0.1973911077,-0.1012701616,-0.07472004741,-296.9889526,-48.04881287,-132.3852997,-60.04968262,57.66992188,169.2151947
6157,6155.0,61.95,-0.4066619873,0.9298248291,-0.9184265137,-0.9793243408,-0.2453155518,-0.1041717529,0.3712675571,0.2056189328,0.1985309273,-0.2037643194,-0.08910297602,-0.06529831141,-297.4143066,-48.94551086,-132.8121796,-59.82267761,57.62843323,169.0780029
6158,6156.0,61.96,-0.3927001953,0.9263916016,-0.7821502686,-0.9825134277,-0.2391967773,-0.1032409668,0.2778452039,0.3039489686,0.2674591243,-0.2045592666,-0.08657430857,-0.0529614836,-298.2512817,-48.95835876,-132.6420746,-60.04101563,57.46557617,168.9744415
6159,6157.0,61.97,-0.3638763428,0.8386383057,-0.6719818115,-0.9823303223,-0.235824585,-0.1028594971,0.2843054831,0.3398129642,0.284617871,-0.2051385045,-0.08326559514,-0.04118258879,-297.9590454,-49.82318115,-132.9354553,-60.03425598,57.54367065,169.2845154
6160,6158.0,61.98,-0.3216400146,0.7910003662,-0.6288452148,-0.9782867432,-0.2383270264,-0.1007385254,0.3795323968,0.2053262591,0.3359042406,-0.2032447308,-0.0804349184,-0.02602893673,-298.9993896,-49.73306274,-133.1555481,-60.10740662,57.54908752,169.1479187
6161,6159.0,61.99,-0.1608886719,0.817779541,-0.609085083,-0.9739379883,-0.2427062988,-0.106262207,0.4771527052,0.08571703732,0.2856834233,-0.2049294412,-0.08165545017,-0.01942509599,-299.3898315,-49.89678955,-133.1353302,-60.23475647,57.44642639,169.0968323
6162,6160.0,62.0,-0.259552002,0.7954711914,-0.6932830811,-0.9700317383,-0.2480926514,-0.1061706543,0.6123736501,0.0439831689,0.2443327755,-0.2146614343,-0.07349978387,-0.02567713335,-299.9584961,-50.66094971,-133.577774,-60.3790741,57.5622406,169.3264618
6163,6161.0,62.01,-0.2465057373,0.8403320313,-0.7923278809,-0.9640960693,-0.2527313232,-0.1073760986,0.6930240393,0.1531203091,0.1580383629,-0.2239156514,-0.06114830822,-0.03541977704,-300.2482605,-50.87780762,-133.893158,-59.8862915,57.57977295,169.4953003
6164,6162.0,62.02,-0.1756286621,0.9101104736,-0.8521575928,-0.9595184326,-0.2538909912,-0.1095275879,0.6589366198,0.1740370393,0.2011815757,-0.23602584,-0.06483811885,-0.04848204926,-300.1521606,-51.52137756,-133.6406708,-59.96165466,57.71170044,169.4492798
6165,6163.0,62.03,-0.2960510254,0.8979949951,-0.8382415771,-0.9587097168,-0.2522888184,-0.1078186035,0.55333215,0.2663749754,0.1976864487,-0.2531262636,-0.07929269224,-0.0538395308,-301.0081787,-51.27516174,-134.022049,-59.83595276,57.5327301,169.5317993
6166,6164.0,62.04,-0.2506408691,0.8280639648,-0.7886352539,-0.9632873535,-0.2533111572,-0.1041564941,0.4929894507,0.4417552948,0.1653151959,-0.2683441043,-0.08857034892,-0.0505816862,-302.0727539,-51.58529663,-133.8425598,-59.77139282,57.54597473,169.4564209
6167,6165.0,62.05,-0.3102264404,0.7731323242,-0.7141876221,-0.962600708,-0.2507171631,-0.09753417969,0.4672494829,0.5072059631,0.08534472436,-0.2753016055,-0.09555155784,-0.04393683001,-301.9355164,-52.03395081,-133.8660889,-60.06027222,57.79318237,169.6362457
6168,6166.0,62.06,-0.3805999756,0.743347168,-0.6486816406,-0.9640655518,-0.2479400635,-0.09228515625,0.4212886393,0.3472850025,-0.004701810889,-0.2854897976,-0.09999370575,-0.04476001486,-302.2307129,-52.36772156,-134.2750397,-60.13386536,57.66517639,169.7338104
6169,6167.0,62.07,-0.3453521729,0.7638549805,-0.6176452637,-0.9689331055,-0.2463531494,-0.08618164063,0.3396409154,0.1286264211,-0.06054164097,-0.2848969698,-0.09547539055,-0.04692063853,-302.8005371,-52.73832703,-134.1304626,-59.81289673,57.66192627,169.692276
6170,6168.0,62.08,-0.3231506348,0.7779388428,-0.5545654297,-0.9727172852,-0.2431335449,-0.07829284668,0.2532421052,0.1519027054,-0.1220558658,-0.2884858549,-0.08394070715,-0.04998806491,-303.2442627,-53.02616882,-133.8616333,-60.05349731,57.6519165,169.9459229
6171,6169.0,62.09,-0.3212585449,0.7834625244,-0.5416259766,-0.9763336182,-0.2389984131,-0.06715393066,0.2055062801,0.1113342494,-0.1235056892,-0.2796191275,-0.06918945909,-0.04782717675,-303.2467041,-53.25946045,-133.9082184,-59.94592285,57.62863159,170.0170288
6172,6170.0,62.1,-0.3059387207,0.8113098145,-0.5798950195,-0.9750823975,-0.2336120605,-0.06008911133,0.2230783552,0.009337841533,-0.09366843849,-0.2689057589,-0.05413673818,-0.0412331894,-303.1710205,-53.48428345,-134.0292969,-60.06774902,57.62231445,170.1900024
6173,6171.0,62.11,-0.2928466797,0.789276123,-0.6661224365,-0.9706573486,-0.2301635742,-0.05088806152,0.3525932133,-0.06434516609,-0.08277104795,-0.2553415,-0.04991988838,-0.03792554513,-303.9492798,-53.42214966,-133.6661377,-60.06045532,57.46624756,170.172226
6174,6172.0,62.12,-0.2265777588,0.7649993896,-0.7422637939,-0.9652404785,-0.229675293,-0.04183959961,0.4743705094,-0.1026558056,-0.09785812348,-0.24164325,-0.04587587714,-0.03509087488,-303.953186,-53.78363037,-133.5927277,-59.81312561,57.54286194,170.1226044
6175,6173.0,62.13,-0.2391357422,0.7755584717,-0.7395172119,-0.9631652832,-0.2292022705,-0.04026794434,0.4824201763,0.04032665119,-0.136530146,-0.2258781344,-0.04845701531,-0.03252705187,-303.8128662,-53.5879364,-133.4248352,-60.22370911,57.38430786,170.2784729
6176,6174.0,62.14,-0.223739624,0.8124847412,-0.7230224609,-0.9620513916,-0.2269134521,-0.04032897949,0.3843010664,0.1648083925,-0.1122652888,-0.2229555845,-0.06320346892,-0.04291763902,-304.4426575,-53.45027161,-133.7705994,-60.16627502,57.33622742,170.352417
6177,6175.0,62.15,-0.2461853027,0.848236084,-0.7352142334,-0.9692382813,-0.2281341553,-0.04078674316,0.2972335517,0.225370273,-0.01952363364,-0.2172825187,-0.05974162742,-0.04464869574,-304.8005371,-53.35409546,-133.647049,-60.19940186,57.45707703,170.4036255
6178,6176.0,62.16,-0.3141326904,0.8717041016,-0.7607727051,-0.9764251709,-0.2263793945,-0.03355407715,0.2880331278,0.3344637454,0.0677401647,-0.2118539363,-0.05596286803,-0.03879266977,-304.7235413,-53.51968384,-133.4211273,-60.15447998,57.48435974,170.5543365
6179,6177.0,62.17,-0.3030395508,0.9118652344,-0.7660675049,-0.9820709229,-0.2220611572,-0.03019714355,0.2906147838,0.403445214,0.1024009436,-0.1967314333,-0.05262646079,-0.0311752297,-304.8000183,-53.30839539,-133.2497406,-60.45922852,57.69192505,170.4719696
6180,6178.0,62.18,-0.2817687988,0.9471893311,-0.7479095459,-0.9870300293,-0.21925354,-0.03092956543,0.276175648,0.4581262767,0.1190150678,-0.1747632921,-0.04331285134,-0.01662984304,-304.6863403,-52.8989563,-133.1143036,-60.07278442,57.53764343,170.6361542
6181,6179.0,62.19,-0.2791442871,0.9535827637,-0.7813110352,-0.9880218506,-0.2182159424,-0.02981567383,0.2530280054,0.3960453272,0.1835205555,-0.1547877192,-0.02127146721,-0.004714327864,-305.4674072,-53.30488586,-132.7772217,-60.17616272,57.44480896,170.6688538
6182,6180.0,62.2,-0.2949676514,0.9131774902,-0.8480987549,-0.9808044434,-0.2219848633,-0.0285949707,0.2450318635,0.2694940567,0.2819155753,-0.1272173375,-0.002212820575,0.003656520043,-306.005188,-53.12921143,-132.6272583,-60.2464447,57.65716553,170.526474
6183,6181.0,62.21,-0.307723999,0.8650512695,-0.8800201416,-0.9733581543,-0.2243347168,-0.02946472168,0.1963862926,0.238217622,0.3683575094,-0.104098171,0.00875807181,0.01270274539,-306.7979736,-52.65586853,-132.5289764,-60.16955566,57.53837585,170.8044434
6184,6182.0,62.22,-0.2699890137,0.8039245605,-0.8717041016,-0.9633026123,-0.2288970947,-0.03646850586,0.08071242273,0.4110269547,0.3908926547,-0.08654234558,0.008590558544,0.006959904917,-306.5690918,-52.95651245,-132.1692657,-60.37760925,57.50907898,170.7075958
6185,6183.0,62.23,-0.1927490234,0.718460083,-0.8385925293,-0.9594573975,-0.2339935303,-0.04608154297,-0.07144115865,0.6686981916,0.3854688704,-0.07391124219,0.002789128572,-0.004716458265,-306.5353394,-52.78874207,-131.4750061,-60.26766968,57.51467896,170.973053
6186,6184.0,62.24,-0.1699981689,0.6310119629,-0.7910919189,-0.9626922607,-0.2385864258,-0.05651855469,-0.1910740882,0.9000104666,0.302546829,-0.0760268569,-0.005277852528,-0.01473500393,-306.8587952,-52.5625,-131.583847,-60.4553833,57.6031189,170.9069977
6187,6185.0,62.25,-0.1324005127,0.5587463379,-0.7060852051,-0.969039917,-0.240524292,-0.06420898438,-0.2171781212,0.9847568274,0.2109511197,-0.08560917526,-0.01719949394,-0.01247238182,-306.6669922,-52.55363464,-131.223526,-60.28924561,57.56495667,171.1856079
6188,6186.0,62.26,-0.1336517334,0.4895172119,-0.5792236328,-0.9742126465,-0.243270874,-0.06365966797,-0.1553120911,0.9446424246,0.1195503622,-0.09176134318,-0.01977184042,-0.008630239405,-306.7064819,-52.36457825,-130.7754974,-60.48010254,57.49736023,171.1970367
6189,6187.0,62.27,-0.1431884766,0.4153594971,-0.5045318604,-0.979385376,-0.2445831299,-0.05955505371,0.00259445142,0.8649609089,0.0503414683,-0.09088756144,-0.006836068351,0.004855741747,-307.3292847,-52.3069458,-130.4240723,-60.33476257,57.57266235,171.0766754
6190,6188.0,62.28,-0.1836395264,0.366317749,-0.5058288574,-0.9753570557,-0.2462005615,-0.05456542969,0.1978718042,0.7330026031,-0.04046220332,-0.07856032252,0.007436610758,0.01345162652,-307.3267822,-51.78826904,-130.2120056,-60.47581482,57.53210449,170.9988098
6191,6189.0,62.29,-0.2751617432,0.3749237061,-0.5467681885,-0.9641418457,-0.2476959229,-0.04940795898,0.312666297,0.5168934464,-0.1141175181,-0.06682616472,0.005274123978,0.01622956991,-307.4568481,-52.03947449,-129.7991486,-60.13452148,57.5544281,171.1986389
6192,6190.0,62.3,-0.3029174805,0.4519348145,-0.5774536133,-0.9538574219,-0.2520141602,-0.05317687988,0.2823004127,0.4373221993,-0.1808928251,-0.056974601,-0.01368412096,0.006841394585,-308.0078125,-51.53556824,-129.6704559,-60.16215515,57.65594482,171.0310211
6193,6191.0,62.31,-0.2590942383,0.5204772949,-0.6183776855,-0.9528808594,-0.2586364746,-0.05825805664,0.1850572079,0.5442017913,-0.2565870583,-0.05616926402,-0.03239043057,-0.008847021498,-308.23526,-51.31134033,-129.4486694,-60.24783325,57.70837402,170.7950287
6194,6192.0,62.32,-0.2674407959,0.5737304688,-0.6318359375,-0.9618988037,-0.2614593506,-0.06288146973,0.09345431626,0.7201080918,-0.3238614202,-0.06509937346,-0.05009352788,-0.02995922975,-307.7466431,-51.0604248,-129.4367065,-60.24758911,57.84356689,170.9213104
6195,6193.0,62.33,-0.2926635742,0.5979003906,-0.6364746094,-0.9803466797,-0.257019043,-0.0652923584,0.05168849602,0.8199777007,-0.3840829432,-0.07339724898,-0.05368399993,-0.03775270656,-308.0585327,-50.57324219,-129.2411957,-60.23544312,57.70774841,171.1219177
6196,6194.0,62.34,-0.2561645508,0.5747528076,-0.6500854492,-0.9998168945,-0.2524414063,-0.07110595703,0.07921226323,0.8454511166,-0.4145252705,-0.08255053312,-0.03171265498,-0.0257202778,-308.5205078,-50.37916565,-128.275528,-60.03987122,57.73179626,171.0304718
6197,6195.0,62.35,-0.2594909668,0.5422363281,-0.6359863281,-1.007446289,-0.246673584,-0.06819152832,0.1176331565,0.7972151637,-0.4518375099,-0.08809018135,0.002783802338,-0.001044225413,-308.2894287,-50.53271484,-127.8706818,-60.23910522,57.72407532,171.0060883
6198,6196.0,62.36,-0.2882995605,0.5056762695,-0.6392364502,-0.9979095459,-0.2465515137,-0.05938720703,0.1501820385,0.8092694283,-0.4776853323,-0.08263789117,0.03218829632,0.01808233187,-308.7926941,-50.15187073,-127.7652893,-60.04797363,57.7504425,170.9383087
6199,6197.0,62.37,-0.282623291,0.4953765869,-0.700378418,-0.9792175293,-0.2457580566,-0.04759216309,0.1728482097,0.8390659094,-0.4840316474,-0.06828584522,0.0491755344,0.02970649675,-308.8060303,-50.20437622,-127.3798828,-59.89752197,57.77416992,170.8966675
6200,6198.0,62.38,-0.3056945801,0.519317627,-0.773651123,-0.9652404785,-0.247833252,-0.0418548584,0.1651535332,0.8674408197,-0.4600940943,-0.0485840477,0.04919178039,0.0296652168,-308.8579407,-49.95648193,-127.1259155,-59.90245056,57.99003601,170.9398651
6201,6199.0,62.39,-0.3198242188,0.5391693115,-0.8179016113,-0.9505462646,-0.2489624023,-0.04428100586,0.1433843225,0.9574458003,-0.4763255417,-0.04232775047,0.03124740161,0.01954360679,-308.5518799,-49.56207275,-126.8028412,-60.12988281,57.98286438,171.2626495
6202,6200.0,62.4,-0.3147125244,0.5520629883,-0.8059539795,-0.9468383789,-0.2519989014,-0.04780578613,0.1112871096,1.0397892,-0.5352019072,-0.05004985258,0.0093367761,0.007471232209,-309.2137451,-49.28063965,-126.62323,-59.89305115,57.95845032,171.3102875
6203,6201.0,62.41,-0.2991790771,0.5817565918,-0.7252807617,-0.9456787109,-0.2516174316,-0.04525756836,0.06496541947,1.09857893,-0.5842946172,-0.06001833081,-0.003396329237,-0.001088700257,-308.8253784,-49.26121521,-126.2164459,-60.21640015,58.13569641,171.4309387
6204,6202.0,62.42,-0.2969665527,0.5926361084,-0.616027832,-0.9494628906,-0.2476501465,-0.04257202148,0.02847584896,1.210683107,-0.7283694744,-0.06901848316,-0.00865181163,-0.0131131392,-308.8616943,-49.24368286,-126.4670715,-60.08734131,58.16664124,171.5719757
6205,6203.0,62.43,-0.2341461182,0.5816650391,-0.5570068359,-0.9528808594,-0.2425994873,-0.03509521484,0.01170326117,1.272721529,-0.9119976163,-0.0671787709,-0.0005997438566,-0.02164191194,-308.6145935,-48.92399597,-126.4367218,-60.21343994,58.10365295,171.6535339
6206,6204.0,62.45,-0.2242279053,0.6543731689,-0.5656738281,-0.9530639648,-0.2350158691,-0.02665710449,-0.01945918612,1.131312132,-1.014179945,-0.06176456437,0.0120609235,-0.02626116574,-308.9238281,-48.67379761,-125.9806366,-60.18197632,58.2272644,171.7232971
6207,6205.0,62.46,-0.2401580811,0.7711486816,-0.6072235107,-0.9505767822,-0.2293701172,-0.01696777344,-0.04884237424,1.024593115,-1.124877691,-0.04835821316,0.02195323631,-0.03763685748,-309.1791992,-48.71150208,-125.3635406,-59.90730286,58.17611694,171.6132202
6208,6206.0,62.47,-0.2324676514,0.8320770264,-0.6661224365,-0.9536132813,-0.2266235352,-0.01121520996,-0.05505046993,1.01905489,-1.227995872,-0.02360918932,0.02401265875,-0.05063361675,-309.5578613,-48.42588806,-125.6863098,-60.10935974,58.22906494,171.9513397
6209,6207.0,62.48,-0.2558898926,0.8144073486,-0.6928863525,-0.9569854736,-0.224609375,-0.008987426758,-0.07467397302,1.007894397,-1.268756509,-0.001169660361,0.02041020058,-0.05924122036,-309.5637207,-48.52896118,-125.3659973,-60.13970947,58.08683777,171.8868103
6210,6208.0,62.49,-0.2981567383,0.7456054688,-0.6583099365,-0.9637298584,-0.2243499756,-0.01025390625,-0.1159319282,0.9853586555,-1.264802575,0.02247255296,0.01715448499,-0.06947814673,-309.9544067,-48.71783447,-125.0362244,-60.14385986,57.9858551,172.2723236
6211,6209.0,62.5,-0.3585662842,0.698348999,-0.5812988281,-0.9735412598,-0.2270507813,-0.01034545898,-0.2013914287,0.9904956222,-1.219765067,0.04177248105,0.0272856839,-0.06688822061,-309.9953003,-48.72782898,-124.4951172,-60.29386902,57.89883423,172.361969
6212,6210.0,62.51,-0.4240570068,0.7171783447,-0.530960083,-0.9802703857,-0.2288665771,-0.01615905762,-0.3131166399,0.9628365636,-1.166059732,0.06119890884,0.03078747354,-0.05884493887,-310.7289429,-48.07327271,-124.4998474,-60.59042358,57.75535583,172.2670135
6213,6211.0,62.52,-0.4353637695,0.7742614746,-0.5360412598,-0.980255127,-0.2292175293,-0.01916503906,-0.4010965526,0.9218571782,-1.129488468,0.06771779805,0.03311640769,-0.04441886395,-310.3416748,-48.03822327,-124.6620636,-60.3469696,57.94134521,172.2625275
6214,6212.0,62.53,-0.4342498779,0.8077850342,-0.5829620361,-0.9798278809,-0.2344055176,-0.01655578613,-0.4497810006,0.9037842155,-1.075960517,0.07983038574,0.04436853155,-0.03043567017,-310.7450256,-48.02697754,-124.0940552,-60.16749573,57.61335754,172.3386383
6215,6213.0,62.54,-0.3842468262,0.8078918457,-0.6312255859,-0.9741516113,-0.2392578125,-0.01663208008,-0.4813418686,0.9399296641,-1.051930547,0.094942756,0.04956622049,-0.01922455989,-310.7528687,-47.88214111,-124.004715,-60.36582947,57.50280762,172.4926758
6216,6214.0,62.55,-0.3755950928,0.806137085,-0.6697387695,-0.9655914307,-0.2407684326,-0.01608276367,-0.5182495713,0.9544777274,-0.9768663645,0.1090734899,0.04598666728,-0.01450224314,-310.8369751,-47.74092102,-123.990036,-60.02996826,57.5287323,172.3452301
6217,6215.0,62.56,-0.3745117188,0.7994384766,-0.671875,-0.9584350586,-0.2442169189,-0.02101135254,-0.5528700948,0.992089808,-0.9423385262,0.121073164,0.04073651135,-0.01848233864,-309.7702637,-47.66629028,-123.1668701,-60.15974426,57.54393005,172.4194336
6218,6216.0,62.57,-0.3739318848,0.7800598145,-0.6388702393,-0.957244873,-0.2478942871,-0.0283203125,-0.5813318491,1.015384197,-0.9137401581,0.1260498166,0.03620887175,-0.02823190391,-309.5963745,-47.60025024,-123.1732178,-60.31712341,57.6159668,172.3595734
6219,6217.0,62.58,-0.3569946289,0.7956848145,-0.57472229,-0.9592132568,-0.24949646,-0.03611755371,-0.6221461296,0.977317512,-0.8820360303,0.1304027438,0.02608220093,-0.04519091547,-310.71875,-47.36959839,-123.4565735,-60.25964355,57.67880249,172.3868713
6220,6218.0,62.59,-0.372756958,0.8393554688,-0.5088043213,-0.9693756104,-0.2503509521,-0.04315185547,-0.6476743817,0.9118996263,-0.8790689707,0.1293108463,0.02484835871,-0.06074057892,-310.0438843,-47.23251343,-123.0940247,-60.3419342,57.59013367,172.2824402
6221,6219.0,62.6,-0.4149932861,0.8858184814,-0.4605560303,-0.9819946289,-0.2489776611,-0.04850769043,-0.619232893,0.8415160179,-0.898201406,0.1335711032,0.04114850238,-0.05943909287,-310.3416748,-47.01420593,-122.5737305,-60.25975037,57.74308777,172.4116821
6222,6220.0,62.61,-0.4821777344,0.9218597412,-0.4528503418,-0.9898986816,-0.2462463379,-0.05293273926,-0.5345203876,0.7847288847,-0.9447939396,0.1343575418,0.05171912163,-0.05148263276,-310.7857056,-47.58880615,-122.6729126,-60.34786987,57.78659058,172.4591827
6223,6221.0,62.62,-0.4222869873,0.9244384766,-0.4869384766,-0.9930419922,-0.2485656738,-0.05413818359,-0.4233696461,0.7063859105,-0.9622613192,0.1335053295,0.05282699689,-0.03953409195,-311.1307373,-47.30630493,-122.5169983,-60.06669617,57.81755066,172.4648895
6224,6222.0,62.63,-0.3736877441,0.8726959229,-0.504196167,-0.9959564209,-0.2518920898,-0.05293273926,-0.3366730809,0.6806416512,-0.919252634,0.1390849203,0.05318705365,-0.02359107882,-310.7008057,-47.47668457,-122.224472,-60.23376465,57.83015442,172.4837341
6225,6223.0,62.64,-0.4091644287,0.7720489502,-0.5037078857,-0.9945373535,-0.2546234131,-0.05043029785,-0.305739671,0.6670970917,-0.921944797,0.1485157013,0.05248824134,-0.002002164489,-311.2330322,-47.05978394,-122.2168427,-60.30593872,58.04312134,172.8106079
6226,6224.0,62.65,-0.4107818604,0.6898651123,-0.4805603027,-0.9910583496,-0.2556610107,-0.05493164063,-0.3449259698,0.6330469847,-0.9355487823,0.1566356868,0.03977724165,0.01870045066,-311.2374878,-47.06478882,-122.0421906,-60.26646423,58.02711487,172.7044678
6227,6225.0,62.66,-0.3972015381,0.6878967285,-0.438583374,-0.9857788086,-0.2587738037,-0.06065368652,-0.4399089217,0.5779019594,-0.946678102,0.1541426927,0.02615889907,0.03432868049,-311.1281433,-46.75837708,-121.7743073,-60.20463562,58.10809326,173.0088043
6228,6226.0,62.67,-0.3965454102,0.7478179932,-0.4025726318,-0.9837188721,-0.2636260986,-0.06394958496,-0.520747304,0.4795762002,-0.9818670154,0.144234404,0.0241133254,0.05180540681,-311.703064,-46.85813904,-121.3080139,-60.16436768,58.21194458,173.0519867
6229,6227.0,62.68,-0.3513641357,0.8132171631,-0.3692169189,-0.9750518799,-0.2655487061,-0.06614685059,-0.5226168633,0.3780088127,-0.9894234538,0.1360257417,0.02455807291,0.05958290398,-311.3648376,-46.63691711,-121.260437,-60.12863159,58.11585999,172.9434509
6230,6228.0,62.69,-0.3558044434,0.8604736328,-0.3419952393,-0.9640045166,-0.2632904053,-0.06797790527,-0.452129662,0.2219345272,-0.9355248213,0.123532325,0.02069382742,0.05707979575,-311.6521912,-46.66949463,-120.7253113,-59.99745178,58.31262207,172.9536133
6231,6229.0,62.7,-0.4051971436,0.8594665527,-0.343170166,-0.9557342529,-0.2615661621,-0.06492614746,-0.3305028081,0.001153681427,-0.9004067779,0.1141353622,0.02698874101,0.04588147253,-311.5539551,-46.4780426,-120.6941528,-60.11076355,58.32305908,172.8119812
6232,6230.0,62.71,-0.4142150879,0.8223114014,-0.3816223145,-0.9520721436,-0.2622070313,-0.06260681152,-0.2009112686,-0.2308973968,-0.890756011,0.111207746,0.03544134647,0.02647315338,-311.7215576,-46.41949463,-120.581131,-60.11593628,58.30592346,173.0605316
6233,6231.0,62.72,-0.3860931396,0.7901306152,-0.4543151855,-0.9515686035,-0.2585144043,-0.06253051758,-0.1107036099,-0.4215006232,-0.8907743692,0.105775699,0.04211123288,-0.002548112534,-311.7967529,-46.67041016,-120.4432831,-60.15435791,58.25549316,172.8997498
6234,6232.0,62.73,-0.3641967773,0.7778167725,-0.5216064453,-0.9541778564,-0.2559509277,-0.06094360352,-0.1028382331,-0.5530053973,-0.8880182505,0.09677048773,0.05249037221,-0.01448466629,-312.1377563,-46.40690613,-120.3544159,-60.1678009,58.23271179,173.0769501
